11	11	WALKING	0.2718219	-0.016647583	-0.10609630	-0.422842072	-0.052212075	-0.53062631	0.9464685	-0.212045870	0.134053215	-0.9811010	-0.9662406	-0.9608527	0.08297093	1.276825e-02	-1.336483e-02	-0.428516344	-0.181419230	-0.72065473	-0.0426928995	-0.070510497	0.0843744496	-0.5963469	-0.499625287	-0.43417820	-0.09182042	-0.05141725	-0.034267745	-0.54161640	-0.73799376	-0.551079943	-0.2883234720	-0.48773592	-0.2883234720	-0.48773592	-0.402333202	-0.40314128	-0.421801674	-0.55836278	-0.63073271	-0.75367142	-0.39653373	-0.083047844	-0.61640291	-0.433703312	-0.096606829	-0.52309339	-3.736079e-01	0.0128761034	0.0404557559	-0.453265269	-0.241801726	-0.69259387	-0.453943040	-0.170177403	-0.747564612	-0.35341993	-4.278894e-01	-0.092391951	-0.51475331	-0.59310740	-0.39829334	-0.6231503	-0.45366318	-0.49855464	-0.175946094	-0.297177113	-0.1840657883	-0.458514063	-0.5844559920	0.0935818049	-0.3951161342	-0.41744682	0.0844543080	-0.6102226288	-0.59974544	-0.0748370694	-0.75191446	-0.77357406	0.0563648369
12	12	WALKING	0.2771287	-0.015560928	-0.10316111	-0.128898533	-0.122783290	-0.41060606	0.9668735	-0.155983450	-0.036084288	-0.9791131	-0.9646192	-0.9502762	0.04576440	1.977669e-02	5.025870e-03	-0.013506611	-0.089404969	-0.51227684	-0.1045136709	-0.034429108	0.0999739123	-0.5462635	-0.449401398	-0.35017029	-0.06223893	-0.04985260	-0.046733815	-0.39080724	-0.58129069	-0.480642200	-0.1022045504	-0.23697287	-0.1022045504	-0.23697287	-0.144064923	-0.02028505	-0.355930365	-0.41320834	-0.51749378	-0.54889045	-0.05435764	-0.071302455	-0.42232530	-0.160707261	-0.208515280	-0.45214669	-2.614260e-01	0.1491074887	0.1708029494	-0.081619795	-0.141374071	-0.49138617	-0.031059295	-0.094056408	-0.531486322	-0.28110657	-2.234607e-01	-0.182007552	-0.40197593	-0.46788634	-0.31728248	-0.5931429	-0.44379833	-0.42225652	0.020408840	-0.025458443	-0.0279041184	-0.153116003	-0.4088962994	0.2522677531	-0.0299124253	-0.01395391	0.0184494619	-0.4425037840	-0.49480222	0.1460753667	-0.56117644	-0.56493401	0.0777777588
13	13	WALKING	0.2758831	-0.018566065	-0.11143146	-0.346980394	0.141866689	-0.22050354	0.9108557	-0.283658581	-0.131299719	-0.9725449	-0.9608998	-0.9486376	0.08095902	3.083645e-03	5.972490e-03	-0.220910068	0.056548877	-0.37463317	-0.0174207635	-0.079847250	0.0784205641	-0.3760599	-0.290023550	-0.36336995	-0.09665986	-0.03198493	-0.063669323	-0.21681207	-0.35776090	-0.341765824	-0.1356438678	-0.29254638	-0.1356438678	-0.29254638	-0.133205035	-0.13178853	-0.218669558	-0.25324007	-0.30350821	-0.32211838	-0.33503012	0.095515067	-0.24685151	-0.353299849	0.092196893	-0.26989640	-2.314627e-01	0.0194304159	0.1521609669	-0.290460802	-0.043919514	-0.34226372	-0.219716160	0.094674160	-0.406173352	-0.19090593	-4.471195e-01	-0.204509715	-0.19285647	-0.25621355	-0.27660795	-0.4357147	-0.31861851	-0.45533390	-0.022908917	0.074127360	0.1260142165	-0.234600866	-0.4383889532	0.2535323256	-0.1521115008	-0.11359192	0.1180312088	-0.2674723739	-0.37995184	0.3025769334	-0.33852713	-0.34928561	0.2290379565
14	14	WALKING	0.2719596	-0.021778538	-0.10675637	-0.402639098	-0.053612669	0.05188410	0.8029740	-0.270314823	-0.422495268	-0.9748169	-0.9544559	-0.9475170	0.07208779	2.411602e-02	1.997230e-02	-0.454497020	-0.344339569	-0.47279109	-0.0034765506	-0.082968285	0.0513222718	-0.6003882	-0.014839260	-0.12609080	-0.11065605	-0.04389695	-0.038882592	-0.57175991	-0.53673770	-0.497187688	-0.1444046718	-0.36380563	-0.1444046718	-0.36380563	-0.377293155	-0.43974692	-0.137208742	-0.20140193	-0.51989505	-0.60610331	-0.42149817	-0.174601845	-0.17736643	-0.395859986	-0.054270997	0.08548921	-3.588046e-01	-0.1436668813	-0.1755288301	-0.472360617	-0.376766601	-0.41589918	-0.484797710	-0.353526894	-0.528889535	-0.25590096	-3.634638e-01	-0.323114422	-0.50859585	-0.21589495	-0.21292576	-0.6300821	0.08329506	-0.18023295	-0.159441619	-0.420295652	-0.3609703002	-0.373516771	-0.4574900095	-0.0368327907	-0.4315914534	-0.45342601	0.1647082006	-0.3113864497	-0.26550455	-0.0398346769	-0.59103694	-0.65567766	0.2009172341
15	15	WALKING	0.2738992	-0.017080974	-0.10762182	-0.327961801	0.138912924	-0.51893263	0.9515244	-0.233918283	0.075735673	-0.9783973	-0.9710565	-0.9580588	0.08977707	8.905886e-03	6.587062e-04	-0.373217585	-0.031926547	-0.68626842	-0.0554883848	-0.061242788	0.0842484921	-0.3296246	-0.420865008	-0.48653266	-0.07766928	-0.05525366	-0.051097649	-0.28376799	-0.70240294	-0.591668608	-0.1865146508	-0.32387832	-0.1865146508	-0.32387832	-0.320129323	-0.31007143	-0.243711124	-0.42579847	-0.54397950	-0.63778596	-0.31744092	0.111321097	-0.55494214	-0.332520627	0.080564624	-0.53702641	-3.955180e-01	0.0291755441	-0.0059076868	-0.390821985	-0.066937806	-0.64890525	-0.411500068	-0.060683914	-0.723051141	-0.29208832	-3.305600e-01	-0.186832027	-0.25339936	-0.53542210	-0.46146407	-0.3576334	-0.36536121	-0.54399759	-0.149193146	-0.339593024	-0.0485169126	-0.275156242	-0.4583447924	0.0782256056	-0.2897539524	-0.34241193	0.0164170632	-0.4891663837	-0.48175022	-0.0458814866	-0.64507518	-0.65401015	0.0070601079
16	16	WALKING	0.2760236	-0.020428693	-0.10880405	-0.404692524	-0.314569762	-0.15979979	0.9259813	-0.066824647	-0.217351194	-0.9824696	-0.9737848	-0.9613873	0.07702238	9.684447e-03	3.608033e-03	-0.396223738	-0.425563859	-0.44025822	-0.0151721913	-0.069595569	0.0818650736	-0.6541718	-0.612593634	-0.36548953	-0.11091735	-0.04338768	-0.053298667	-0.67588972	-0.71223775	-0.571264779	-0.2587666941	-0.47180927	-0.2587666941	-0.47180927	-0.363144484	-0.40338656	-0.485931933	-0.66507840	-0.67154183	-0.72280844	-0.39479043	-0.321500668	-0.24436305	-0.409070488	-0.354370679	-0.18050132	-3.506820e-01	-0.0270392029	0.0309811083	-0.441406183	-0.454270822	-0.42233239	-0.402884115	-0.433612658	-0.456636283	-0.33091215	-3.965119e-01	-0.453928998	-0.59574649	-0.61973193	-0.43288531	-0.6737411	-0.61194088	-0.40321979	-0.184031595	-0.087047584	-0.2850787299	-0.410463242	-0.5921509851	0.1756004777	-0.3782784906	-0.44144775	0.0921999143	-0.6692285408	-0.72113700	0.1797274285	-0.72068229	-0.74572685	0.1076755658
17	17	WALKING	0.2723419	-0.018487540	-0.10979212	-0.319500173	-0.017579789	-0.26582449	0.9281124	-0.179927383	-0.190265950	-0.9809834	-0.9686132	-0.9569032	0.07731886	1.300985e-02	2.437533e-02	-0.355492635	-0.093538503	-0.53430331	-0.0092226552	-0.083977334	0.0757132657	-0.4798135	-0.454932904	-0.38604444	-0.10995924	-0.03792513	-0.051380717	-0.43129615	-0.56020349	-0.524422887	-0.1511514877	-0.46183787	-0.1511514877	-0.46183787	-0.301093269	-0.27567279	-0.335009837	-0.52249476	-0.51716744	-0.53970849	-0.36099167	-0.065026762	-0.38283280	-0.304806274	-0.055613793	-0.26239159	-4.149410e-01	0.0085713807	-0.0933328732	-0.423446095	-0.194232722	-0.52342706	-0.343866129	-0.047037938	-0.543872996	-0.43680842	-4.004934e-01	-0.446731877	-0.40771671	-0.49016629	-0.39880922	-0.5048493	-0.43923879	-0.43876870	-0.102582659	-0.076168117	-0.1632707279	-0.429380043	-0.5651625077	0.1743492278	-0.3359388918	-0.21123186	0.0274103270	-0.5186180587	-0.61532008	0.3515646888	-0.58271186	-0.52038548	0.1520442287
18	18	WALKING	0.2738878	-0.017802363	-0.10421832	-0.376005521	-0.227005875	-0.42834806	0.9238652	-0.254317086	-0.060931342	-0.9830109	-0.9753117	-0.9724838	0.07675243	2.827455e-02	1.068509e-02	-0.368056914	-0.320158763	-0.63332586	-0.0399399716	-0.061372736	0.0944718395	-0.7044398	-0.496431540	-0.51141720	-0.09664353	-0.04337711	-0.050263157	-0.57813397	-0.69492579	-0.663259579	-0.2879080780	-0.46034647	-0.2879080780	-0.46034647	-0.379269262	-0.42541866	-0.500471148	-0.60851009	-0.63648590	-0.72659178	-0.37147516	-0.243606271	-0.48977105	-0.378068199	-0.267273645	-0.43986158	-3.621071e-01	0.0639302961	0.0048836155	-0.414797154	-0.361908549	-0.60114725	-0.375992795	-0.320264113	-0.664327149	-0.34877438	-3.372933e-01	-0.206330044	-0.60967343	-0.57089815	-0.53815234	-0.7349014	-0.46089066	-0.54840977	0.018239460	-0.281459547	-0.2355977771	-0.424386734	-0.5655630570	0.1316468531	-0.4140377512	-0.44445349	0.0893293589	-0.6203313943	-0.66890815	0.1756385812	-0.71059631	-0.76940839	0.2699676150
19	19	WALKING	0.2739312	-0.019177359	-0.12273667	-0.048904941	0.181801561	-0.13947794	0.9352226	-0.223338100	-0.089842880	-0.9698615	-0.9586512	-0.9291879	0.08222463	1.441135e-02	-3.275287e-02	0.110306729	0.080927119	-0.17939050	-0.0274970980	-0.075156933	0.0798106982	-0.0264358	-0.114406109	-0.10420299	-0.08323533	-0.03071284	-0.060309196	0.08011865	-0.29159483	-0.213494065	0.0648173439	-0.09939272	0.0648173439	-0.09939272	0.109450990	0.03565588	0.100045071	-0.02184632	-0.16469998	-0.27148748	-0.02998157	0.169258576	-0.10442336	-0.057882079	0.112615078	-0.23387233	-1.764475e-01	0.0570767305	0.3518600116	0.033638100	0.010731870	-0.12936790	0.090836649	0.085401073	-0.227829842	-0.21478705	-3.880959e-01	-0.005404424	0.22814236	-0.09735498	-0.01050471	-0.1083888	-0.13301029	-0.22027119	-0.093616218	-0.076583236	-0.0330194536	0.032227230	-0.3247934061	0.3073949506	0.0730179929	-0.02228696	0.1249980922	-0.0952460452	-0.14159840	0.1743592313	-0.26244282	-0.33614873	0.2503826868
20	20	WALKING	0.2725893	-0.021199992	-0.11353948	-0.208342792	0.489771809	-0.22873422	0.8999652	-0.344443913	-0.035130214	-0.9703273	-0.9620034	-0.9538504	0.08412343	-2.106196e-02	6.344572e-03	-0.090645042	0.244310894	-0.38766458	-0.0234104226	-0.074105055	0.0851359929	-0.2329406	0.085832152	-0.16574847	-0.06799924	-0.05141758	-0.054927371	-0.25322745	-0.12755409	-0.227044327	0.0394022806	-0.15693039	0.0394022806	-0.15693039	-0.042935930	0.02107657	0.068627515	-0.03678532	-0.19489325	-0.14986415	-0.14740427	0.403465951	-0.27221386	-0.234985644	0.438436341	-0.26649773	-2.273199e-01	-0.0036860259	0.2394146302	-0.138717234	0.157933952	-0.34599448	-0.122237206	0.255614063	-0.427690452	-0.25705115	-4.750801e-01	-0.152723042	-0.09362487	0.03101460	-0.10889250	-0.2799315	0.10770481	-0.26495721	-0.096699032	0.001397304	-0.0890585991	-0.003533418	-0.3899340043	0.2918827014	0.0545269494	-0.03106503	0.0864817773	-0.0520065599	-0.19621024	0.2066991128	-0.18036534	-0.17197577	0.0212252251
21	21	WALKING	0.2791835	-0.018161032	-0.10431933	-0.297814844	0.054088051	-0.16868873	0.8625248	-0.370984549	-0.220947960	-0.9695764	-0.9641445	-0.9749394	0.07822518	2.351976e-03	-1.018134e-02	-0.114888874	-0.034714386	-0.42514260	-0.0459323394	-0.059029444	0.0983715930	-0.4322329	-0.397892317	-0.31187560	-0.08687677	-0.05156503	-0.062119210	-0.23890831	-0.48285431	-0.494927657	-0.1234556615	-0.29970975	-0.1234556615	-0.29970975	-0.148138992	-0.08384880	-0.284775645	-0.40830443	-0.42693073	-0.45036999	-0.27349616	0.033846581	-0.30030907	-0.308547185	-0.002562942	-0.16496103	-1.594484e-01	0.0431149928	0.0951469189	-0.200442011	-0.112564739	-0.40570016	-0.107412803	-0.014841517	-0.443563413	-0.19510300	-3.649189e-01	-0.296175012	-0.24665738	-0.37174409	-0.28326247	-0.4918592	-0.41940088	-0.38550536	-0.016863895	-0.017036139	-0.1407559659	-0.251266389	-0.4381497912	0.2327899206	-0.1440098897	-0.01867344	0.2016721063	-0.4095160812	-0.51224934	0.3855677904	-0.49959720	-0.42932347	0.2077882408
22	22	WALKING	0.2788646	-0.016721361	-0.10711251	-0.008659219	0.100384246	-0.21335197	0.9360964	-0.259644937	0.023378006	-0.9696434	-0.9636393	-0.9551478	0.06277776	3.567463e-02	4.436914e-03	0.035878709	0.225542290	-0.31315590	0.0007771571	-0.096088073	0.0775266595	-0.3185379	-0.486322107	-0.15143952	-0.13297756	-0.03219107	-0.056981246	-0.22665640	-0.65187547	-0.234278151	0.0722419122	-0.16159179	0.0722419122	-0.16159179	0.022919967	0.11153292	-0.210608044	-0.39077568	-0.46199953	-0.50310631	-0.09949286	0.145367520	-0.25521651	0.024395819	0.003868411	-0.25364361	-2.183854e-01	0.3097671081	0.3064734499	-0.036704708	0.159995614	-0.28197344	0.018004779	0.213423556	-0.343195611	-0.10209505	-7.878823e-02	-0.003916088	-0.14464865	-0.50117690	-0.08350118	-0.3744963	-0.48162441	-0.25317388	-0.037524372	-0.114134633	0.0677168286	-0.024158496	-0.3813993080	0.3686208291	0.0659727285	0.15828675	0.0976461806	-0.4383787228	-0.46401913	0.2102823225	-0.55394612	-0.47640527	0.2795741039
23	23	WALKING	0.2732119	-0.018361871	-0.11338299	-0.313521773	-0.119020587	0.16422069	0.9398097	-0.161761370	-0.160763360	-0.9772309	-0.9665507	-0.9329813	0.09873191	1.489559e-02	-1.908106e-03	-0.229328122	-0.080501734	-0.02931151	-0.0631156870	-0.064019792	0.1077004507	-0.4943226	0.259457229	-0.20963489	-0.05781282	-0.05167048	-0.090300252	-0.36396943	0.29594593	-0.374456768	-0.0988770198	-0.20998935	-0.0988770198	-0.20998935	-0.067081966	-0.02681944	-0.012096826	0.16334645	0.01153054	0.25017320	-0.27540419	-0.072436732	0.08140811	-0.329807280	-0.202524062	0.11614344	-2.712187e-01	0.1078045889	0.1217989059	-0.290410455	-0.155488721	-0.05720213	-0.235172990	-0.060975310	-0.006236475	-0.26987575	-2.788440e-01	-0.366737657	-0.33761920	0.19556946	-0.19497037	-0.5450517	0.28658152	-0.28782087	-0.007347798	0.166489216	-0.0544726684	-0.094260631	-0.4075775158	0.2818117093	-0.0180705702	-0.04573723	0.1517358459	0.1850782074	-0.06147658	0.4095216115	0.14661857	0.28783462	0.1766934485
24	24	WALKING	0.2769808	-0.022544640	-0.11059595	-0.470762366	-0.154127498	-0.28884002	0.9597011	-0.115116242	-0.140910030	-0.9831324	-0.9625788	-0.9628230	0.07319390	1.212546e-02	-1.164014e-02	-0.485863255	-0.302220161	-0.49118947	-0.0545126871	-0.065843588	0.0972006320	-0.5805974	-0.487166280	-0.39615400	-0.06253117	-0.05028950	-0.073983552	-0.49077346	-0.51424657	-0.557968203	-0.2999836140	-0.48106402	-0.2999836140	-0.48106402	-0.399722201	-0.40982456	-0.403064157	-0.56386321	-0.50782475	-0.55602277	-0.49241980	-0.203193741	-0.34449301	-0.462733639	-0.182766477	-0.31464692	-3.120463e-01	-0.0678927124	0.0275268024	-0.509628169	-0.352829307	-0.46992022	-0.507640734	-0.294353546	-0.511115619	-0.25317749	-4.396340e-01	-0.400928134	-0.46829508	-0.47984143	-0.39144792	-0.6169158	-0.49589627	-0.45333786	-0.055099196	0.047995666	-0.2246715504	-0.434618912	-0.5902658455	0.1535882675	-0.4186410469	-0.40297998	0.1028501679	-0.5345091638	-0.66803280	0.3514920017	-0.57159439	-0.56744773	0.2092004176
